"CIK","Uri","AccessionNumber","FileName","OutFile","FilingDate","ReportDate","AcceptanceDateTime","Act","Form","FileNumber","FilmNumber","Items","Core_type","Size","IsXBRL","IsInlineXBRL","PrimaryDocument","PrimaryDocDescription"
"70858","https://www.sec.gov/Archives/edgar/data/0000070858/000119312520101412/0001193125-20-101412.txt","0001193125-20-101412","0001193125-20-101412.txt","./www.sec.gov/Archives/edgar/data/0000070858/000119312520101412/0001193125-20-101412.txt","2020-04-08","","4/8/2020 8:32:05 PM","34","DEFA14A","001-06523","20782278","","DEFA14A","48863","0","0","d915696ddefa14a.htm","DEFA14A"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120003782/0001387131-20-003782.txt","0001387131-20-003782","0001387131-20-003782.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120003782/0001387131-20-003782.txt","2020-04-08","2020-04-08","4/8/2020 7:02:52 PM","34","8-K","001-02979","20781878","9.01","XBRL","691133","1","1","wfc-8k_040820.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120003766/0001387131-20-003766.txt","0001387131-20-003766","0001387131-20-003766.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120003766/0001387131-20-003766.txt","2020-04-07","2020-04-07","4/7/2020 7:00:55 PM","34","8-K","001-02979","20779499","9.01","XBRL","589203","1","1","wfc-8k_040720.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120003746/0001387131-20-003746.txt","0001387131-20-003746","0001387131-20-003746.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120003746/0001387131-20-003746.txt","2020-04-06","2020-04-06","4/6/2020 7:13:41 PM","34","8-K","001-02979","20776845","9.01","XBRL","932450","1","1","wfc-8k_040620.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000119312520099215/0001193125-20-099215.txt","0001193125-20-099215","0001193125-20-099215.txt","./www.sec.gov/Archives/edgar/data/0000072971/000119312520099215/0001193125-20-099215.txt","2020-04-06","","4/6/2020 3:51:57 PM","34","DEFA14A","001-02979","20776296","","DEFA14A","54860","0","0","d931076ddefa14a.htm","DEFA14A"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120003703/0001387131-20-003703.txt","0001387131-20-003703","0001387131-20-003703.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120003703/0001387131-20-003703.txt","2020-04-03","2020-04-03","4/3/2020 7:00:54 PM","34","8-K","001-02979","20772999","9.01","XBRL","771091","1","1","wfc-8k_040320.htm","CURRENT REPORT"
"713676","https://www.sec.gov/Archives/edgar/data/0000713676/000071367620000059/0000713676-20-000059.txt","0000713676-20-000059","0000713676-20-000059.txt","./www.sec.gov/Archives/edgar/data/0000713676/000071367620000059/0000713676-20-000059.txt","2020-04-03","","4/3/2020 12:31:42 PM","34","DEFA14A","001-09718","20771733","","DEFA14A","92012","0","0","noticeofvirtualmeeting.htm","DEFA14A"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120003640/0001387131-20-003640.txt","0001387131-20-003640","0001387131-20-003640.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120003640/0001387131-20-003640.txt","2020-04-02","2020-04-02","4/2/2020 7:14:47 PM","34","8-K","001-02979","20768610","9.01","XBRL","2521887","1","1","wfc-8k_040220.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120003557/0001387131-20-003557.txt","0001387131-20-003557","0001387131-20-003557.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120003557/0001387131-20-003557.txt","2020-04-01","2020-04-01","4/1/2020 7:01:53 PM","34","8-K","001-02979","20765031","9.01","XBRL","678739","1","1","wfc-8k_040120.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120003496/0001387131-20-003496.txt","0001387131-20-003496","0001387131-20-003496.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120003496/0001387131-20-003496.txt","2020-03-31","2020-03-31","3/31/2020 7:05:27 PM","34","8-K","001-02979","20761358","9.01","XBRL","2026755","1","1","wfc-8k_0331120.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120003409/0001387131-20-003409.txt","0001387131-20-003409","0001387131-20-003409.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120003409/0001387131-20-003409.txt","2020-03-30","2020-03-30","3/30/2020 7:07:21 PM","34","8-K","001-02979","20756463","9.01","XBRL","765140","1","1","wfc-8k_033020.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000119312520090815/0001193125-20-090815.txt","0001193125-20-090815","0001193125-20-090815.txt","./www.sec.gov/Archives/edgar/data/0000072971/000119312520090815/0001193125-20-090815.txt","2020-03-30","2020-03-30","3/30/2020 7:05:51 PM","34","8-K","001-02979","20756452","9.01","XBRL","624853","1","1","d847220d8k.htm","8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120003338/0001387131-20-003338.txt","0001387131-20-003338","0001387131-20-003338.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120003338/0001387131-20-003338.txt","2020-03-27","2020-03-27","3/27/2020 8:26:06 PM","34","8-K","001-02979","20752139","9.01","XBRL","1130549","1","1","wfc-8k_032720.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120003264/0001387131-20-003264.txt","0001387131-20-003264","0001387131-20-003264.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120003264/0001387131-20-003264.txt","2020-03-26","2020-03-26","3/26/2020 7:23:17 PM","34","8-K","001-02979","20745958","9.01","XBRL","560047","1","1","wfc-8k_032620.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120003218/0001387131-20-003218.txt","0001387131-20-003218","0001387131-20-003218.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120003218/0001387131-20-003218.txt","2020-03-25","2020-03-25","3/25/2020 7:08:18 PM","34","8-K","001-02979","20741991","9.01","XBRL","1229072","1","1","wfc-8k_032520.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120003095/0001387131-20-003095.txt","0001387131-20-003095","0001387131-20-003095.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120003095/0001387131-20-003095.txt","2020-03-23","2020-03-23","3/23/2020 7:03:01 PM","34","8-K","001-02979","20734713","9.01","XBRL","617124","1","1","wfc-8k_032320.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120003065/0001387131-20-003065.txt","0001387131-20-003065","0001387131-20-003065.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120003065/0001387131-20-003065.txt","2020-03-20","2020-03-20","3/20/2020 7:09:31 PM","34","8-K","001-02979","20731712","9.01","XBRL","723979","1","1","wfc-8k_032020.htm","CURRENT REPORT"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000110465920035857/0001104659-20-035857.txt","0001104659-20-035857","0001104659-20-035857.txt","./www.sec.gov/Archives/edgar/data/0000036104/000110465920035857/0001104659-20-035857.txt","2020-03-19","","3/19/2020 8:22:01 PM","34","DEFA14A","001-06880","20728817","","DEFA14A","51926","0","0","tm2013118-2_defa14a.htm","DEFA14A"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000110465920035852/0001104659-20-035852.txt","0001104659-20-035852","0001104659-20-035852.txt","./www.sec.gov/Archives/edgar/data/0000036104/000110465920035852/0001104659-20-035852.txt","2020-03-19","2020-03-18","3/19/2020 8:18:23 PM","34","8-K","001-06880","20728761","5.03,8.01,9.01","XBRL","514061","1","1","tm2013118d1_8k.htm","FORM 8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120003026/0001387131-20-003026.txt","0001387131-20-003026","0001387131-20-003026.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120003026/0001387131-20-003026.txt","2020-03-19","2020-03-19","3/19/2020 7:34:15 PM","34","8-K","001-02979","20728300","9.01","XBRL","1219347","1","1","wfc-8k_031920.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120002992/0001387131-20-002992.txt","0001387131-20-002992","0001387131-20-002992.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120002992/0001387131-20-002992.txt","2020-03-18","2020-03-18","3/18/2020 7:24:12 PM","34","8-K","001-02979","20724170","9.01","XBRL","697463","1","1","wfc-8k_031820.htm","CURRENT REPORT"
"713676","https://www.sec.gov/Archives/edgar/data/0000713676/000071367620000054/0000713676-20-000054.txt","0000713676-20-000054","0000713676-20-000054.txt","./www.sec.gov/Archives/edgar/data/0000713676/000071367620000054/0000713676-20-000054.txt","2020-03-17","","3/17/2020 8:32:00 PM","34","DEFA14A","001-09718","20721431","","DEFA14A","2994612","0","0","pnc2020defa14a.htm","DEFA14A"
"713676","https://www.sec.gov/Archives/edgar/data/0000713676/000071367620000052/0000713676-20-000052.txt","0000713676-20-000052","0000713676-20-000052.txt","./www.sec.gov/Archives/edgar/data/0000713676/000071367620000052/0000713676-20-000052.txt","2020-03-17","2020-04-28","3/17/2020 8:21:34 PM","34","DEF 14A","001-09718","20721261","","DEF 14A","10778140","0","0","pnc2020proxystatement.htm","DEF 14A"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120002936/0001387131-20-002936.txt","0001387131-20-002936","0001387131-20-002936.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120002936/0001387131-20-002936.txt","2020-03-17","2020-03-17","3/17/2020 5:15:45 PM","34","8-K","001-02979","20720246","9.01","XBRL","493660","1","1","wfc-8k_031720.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000119312520075765/0001193125-20-075765.txt","0001193125-20-075765","0001193125-20-075765.txt","./www.sec.gov/Archives/edgar/data/0000072971/000119312520075765/0001193125-20-075765.txt","2020-03-17","2020-03-17","3/17/2020 5:01:50 PM","34","8-K","001-02979","20720192","5.03,9.01","XBRL","353706","1","1","d876167d8k.htm","8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000119312520074932/0001193125-20-074932.txt","0001193125-20-074932","0001193125-20-074932.txt","./www.sec.gov/Archives/edgar/data/0000072971/000119312520074932/0001193125-20-074932.txt","2020-03-16","","3/16/2020 8:33:32 PM","34","DEFA14A","001-02979","20717663","","DEFA14A","50769","0","0","d864220ddefa14a.htm","DEFINITIVE ADDITIONAL MATERIALS"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000119312520074921/0001193125-20-074921.txt","0001193125-20-074921","0001193125-20-074921.txt","./www.sec.gov/Archives/edgar/data/0000072971/000119312520074921/0001193125-20-074921.txt","2020-03-16","2020-04-28","3/16/2020 8:30:06 PM","34","DEF 14A","001-02979","20717568","","DEF 14A","10669505","0","0","d864220ddef14a.htm","DEFINITIVE NOTICE AND PROXY STATEMENT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120002882/0001387131-20-002882.txt","0001387131-20-002882","0001387131-20-002882.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120002882/0001387131-20-002882.txt","2020-03-16","2020-03-16","3/16/2020 7:02:45 PM","34","8-K","001-02979","20716757","9.01","XBRL","560740","1","1","wfc-8k_031620.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120002824/0001387131-20-002824.txt","0001387131-20-002824","0001387131-20-002824.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120002824/0001387131-20-002824.txt","2020-03-13","2020-03-13","3/13/2020 5:28:06 PM","34","8-K","001-02979","20711777","9.01","XBRL","688560","1","1","wfc-8k_031320.htm","CURRENT REPORT"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000110465920032019/0001104659-20-032019.txt","0001104659-20-032019","0001104659-20-032019.txt","./www.sec.gov/Archives/edgar/data/0000036104/000110465920032019/0001104659-20-032019.txt","2020-03-11","2020-03-11","3/11/2020 9:25:04 PM","34","8-K","001-06880","20706305","8.01,9.01","XBRL","1976177","1","1","tm2011542d4_8k.htm","FORM 8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120002763/0001387131-20-002763.txt","0001387131-20-002763","0001387131-20-002763.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120002763/0001387131-20-002763.txt","2020-03-11","2020-03-11","3/11/2020 7:01:38 PM","34","8-K","001-02979","20705066","9.01","XBRL","1311006","1","1","wfc-8k_031120.htm","CURRENT REPORT"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000119312520069751/0001193125-20-069751.txt","0001193125-20-069751","0001193125-20-069751.txt","./www.sec.gov/Archives/edgar/data/0000036104/000119312520069751/0001193125-20-069751.txt","2020-03-11","2020-03-11","3/11/2020 1:06:26 PM","34","8-K","001-06880","20704065","7.01,9.01","XBRL","7233929","1","1","d899204d8k.htm","8-K"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000110465920031398/0001104659-20-031398.txt","0001104659-20-031398","0001104659-20-031398.txt","./www.sec.gov/Archives/edgar/data/0000036104/000110465920031398/0001104659-20-031398.txt","2020-03-10","","3/10/2020 8:27:54 PM","34","DEFA14A","001-06880","20701879","","DEFA14A","94185","0","0","a20-1444_4defa14a.htm","DEFA14A"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000110465920031396/0001104659-20-031396.txt","0001104659-20-031396","0001104659-20-031396.txt","./www.sec.gov/Archives/edgar/data/0000036104/000110465920031396/0001104659-20-031396.txt","2020-03-10","","3/10/2020 8:25:25 PM","34","DEFA14A","001-06880","20701843","","DEFA14A","445782","0","0","a20-1444_3defa14a.htm","DEFA14A"
"36104","https://www.sec.gov/Archives/edgar/data/0000036104/000104746920001356/0001047469-20-001356.txt","0001047469-20-001356","0001047469-20-001356.txt","./www.sec.gov/Archives/edgar/data/0000036104/000104746920001356/0001047469-20-001356.txt","2020-03-10","2020-04-21","3/10/2020 8:22:14 PM","34","DEF 14A","001-06880","20701805","","DEF 14A","6400276","0","0","a2240788zdef14a.htm","DEF 14A"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120002719/0001387131-20-002719.txt","0001387131-20-002719","0001387131-20-002719.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120002719/0001387131-20-002719.txt","2020-03-10","2020-03-10","3/10/2020 5:22:32 PM","34","8-K","001-02979","20700813","9.01","XBRL","542764","1","1","wfc-8k_031020.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000119312520067332/0001193125-20-067332.txt","0001193125-20-067332","0001193125-20-067332.txt","./www.sec.gov/Archives/edgar/data/0000072971/000119312520067332/0001193125-20-067332.txt","2020-03-09","2020-03-08","3/9/2020 9:17:50 PM","34","8-K","001-02979","20698878","5.02,7.01,9.01","XBRL","371865","1","1","d909025d8k.htm","FORM 8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120002671/0001387131-20-002671.txt","0001387131-20-002671","0001387131-20-002671.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120002671/0001387131-20-002671.txt","2020-03-09","2020-03-09","3/9/2020 6:09:48 PM","34","8-K","001-02979","20697522","9.01","XBRL","956041","1","1","wfc-8k_030920.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000007297120000222/0000072971-20-000222.txt","0000072971-20-000222","0000072971-20-000222.txt","./www.sec.gov/Archives/edgar/data/0000072971/000007297120000222/0000072971-20-000222.txt","2020-03-06","2020-03-05","3/6/2020 9:56:10 PM","34","8-K","001-02979","20695571","5.02,9.01","XBRL","705986","1","1","wfc03-06x20form8xk.htm","8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120002645/0001387131-20-002645.txt","0001387131-20-002645","0001387131-20-002645.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120002645/0001387131-20-002645.txt","2020-03-06","2020-03-06","3/6/2020 8:03:19 PM","34","8-K","001-02979","20694219","9.01","XBRL","1140207","1","1","wfc-8k_030620.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120002576/0001387131-20-002576.txt","0001387131-20-002576","0001387131-20-002576.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120002576/0001387131-20-002576.txt","2020-03-05","2020-03-05","3/5/2020 7:18:54 PM","34","8-K","001-02979","20690341","9.01","XBRL","692255","1","1","wfc-8k_030520.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120002516/0001387131-20-002516.txt","0001387131-20-002516","0001387131-20-002516.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120002516/0001387131-20-002516.txt","2020-03-04","2020-03-04","3/4/2020 5:47:02 PM","34","8-K","001-02979","20686368","9.01","XBRL","555404","1","1","wfc-8k_030420.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120002451/0001387131-20-002451.txt","0001387131-20-002451","0001387131-20-002451.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120002451/0001387131-20-002451.txt","2020-03-03","2020-03-03","3/3/2020 8:01:33 PM","34","8-K","001-02979","20681652","9.01","XBRL","1597491","1","1","wfc-8k_040320.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120002379/0001387131-20-002379.txt","0001387131-20-002379","0001387131-20-002379.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120002379/0001387131-20-002379.txt","2020-03-02","2020-03-02","3/2/2020 6:23:31 PM","34","8-K","001-02979","20675840","9.01","XBRL","581928","1","1","wfc-8k_030220.htm","CURRENT REPORT"
"713676","https://www.sec.gov/Archives/edgar/data/0000713676/000071367620000042/0000713676-20-000042.txt","0000713676-20-000042","0000713676-20-000042.txt","./www.sec.gov/Archives/edgar/data/0000713676/000071367620000042/0000713676-20-000042.txt","2020-03-02","2019-12-31","2/29/2020 12:05:36 AM","34","10-K","001-09718","20673535","","XBRL","57998786","1","1","pnc201910-k.htm","10-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000007297120000219/0000072971-20-000219.txt","0000072971-20-000219","0000072971-20-000219.txt","./www.sec.gov/Archives/edgar/data/0000072971/000007297120000219/0000072971-20-000219.txt","2020-02-28","2020-02-28","2/28/2020 9:55:42 PM","34","8-K","001-02979","20671554","8.01,9.01","XBRL","959268","1","1","wfc02-28x20form8xk.htm","8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120002335/0001387131-20-002335.txt","0001387131-20-002335","0001387131-20-002335.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120002335/0001387131-20-002335.txt","2020-02-28","2020-02-28","2/28/2020 8:01:16 PM","34","8-K","001-02979","20669087","9.01","XBRL","3006634","1","1","wfc-8k_022820.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120002226/0001387131-20-002226.txt","0001387131-20-002226","0001387131-20-002226.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120002226/0001387131-20-002226.txt","2020-02-27","2020-02-27","2/27/2020 8:03:01 PM","34","8-K","001-02979","20661215","9.01","XBRL","783919","1","1","wfc-8k_022720.htm","CURRENT REPORT"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000007297120000217/0000072971-20-000217.txt","0000072971-20-000217","0000072971-20-000217.txt","./www.sec.gov/Archives/edgar/data/0000072971/000007297120000217/0000072971-20-000217.txt","2020-02-27","2019-12-31","2/27/2020 2:51:08 AM","34","10-K","001-02979","20658248","","XBRL","102513254","1","1","wfc-12312019x10k.htm","10-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000119312520050255/0001193125-20-050255.txt","0001193125-20-050255","0001193125-20-050255.txt","./www.sec.gov/Archives/edgar/data/0000072971/000119312520050255/0001193125-20-050255.txt","2020-02-26","2020-02-26","2/26/2020 10:19:53 PM","34","8-K","001-02979","20657184","9.01","XBRL","634585","1","1","d886638d8k.htm","8-K"
"72971","https://www.sec.gov/Archives/edgar/data/0000072971/000138713120002157/0001387131-20-002157.txt","0001387131-20-002157","0001387131-20-002157.txt","./www.sec.gov/Archives/edgar/data/0000072971/000138713120002157/0001387131-20-002157.txt","2020-02-26","2020-02-26","2/26/2020 6:23:29 PM","34","8-K","001-02979","20654627","9.01","XBRL","598156","1","1","wfc-8k_022620.htm","CURRENT REPORT"